timestamp,asset,exchange,price,bid,ask,spread,volume,spread_avg_L5,spread_avg_L5_pct
2025-07-29T16:08:23.357198+00:00,XRP-USD,Coinbase,3.0843499999999997,3.0843,3.0844,0.00010000000000021103,18578.380055,0.000640000000000196,0.020749914892933555
2025-07-29T16:08:24.587890+00:00,XRP-USD,Coinbase,3.0833000000000004,3.0832,3.0834,0.00019999999999997797,19028.849522999997,0.0007600000000000939,0.024648915123409786
2025-07-29T16:08:25.355394+00:00,XRP-USD,Coinbase,3.0833000000000004,3.0832,3.0834,0.00019999999999997797,19028.849522999997,0.0007600000000000939,0.024648915123409786
2025-07-29T16:08:26.340668+00:00,XRP-USD,Coinbase,3.0833000000000004,3.0832,3.0834,0.00019999999999997797,19028.849522999997,0.0007600000000000939,0.024648915123409786
2025-07-29T16:08:27.714402+00:00,XRP-USD,Coinbase,3.0837000000000003,3.0836,3.0838,0.00019999999999997797,21068.189929,0.0007399999999999629,0.023997146285305408
2025-07-29T16:08:28.345838+00:00,XRP-USD,Coinbase,3.0837000000000003,3.0836,3.0838,0.00019999999999997797,21068.189929,0.0007399999999999629,0.023997146285305408
2025-07-29T16:08:29.344337+00:00,XRP-USD,Coinbase,3.0837000000000003,3.0836,3.0838,0.00019999999999997797,21068.189929,0.0007399999999999629,0.023997146285305408
2025-07-29T16:08:30.723465+00:00,XRP-USD,Coinbase,3.0846999999999998,3.0846,3.0848,0.00019999999999997797,28966.060880999998,0.0005999999999999339,0.019450838006935325
2025-07-29T16:08:31.335714+00:00,XRP-USD,Coinbase,3.0846999999999998,3.0846,3.0848,0.00019999999999997797,28966.060880999998,0.0005999999999999339,0.019450838006935325
2025-07-29T16:08:32.356180+00:00,XRP-USD,Coinbase,3.0846999999999998,3.0846,3.0848,0.00019999999999997797,28966.060880999998,0.0005999999999999339,0.019450838006935325
